0,4,DSDA05,0.08874662141054906
0,27,DSRM04,0.09399912948008396
0,16,DSDM05,0.10004762858598855
0,8,DSDK03,0.10917695968819918
0,3,DSDA04,0.11314698571876988
0,7,DSDK02,0.11664728263412974
0,21,DSENG04,0.12568851075853626
0,23,DSENG06,0.128196190577769
0,28,DSRM05,0.13522044854406917
0,2,DSDA03,0.13890390743567727
0,19,DSENG02,0.14740956972778138
0,17,DSDM06,0.1496311615101186
0,24,DSRM01,0.15166603145774463
0,18,DSENG01,0.1549267107878598
0,0,DSDA01,0.15613149586252295
0,25,DSRM02,0.16006205211205027
0,5,DSDA06,0.16139981183291696
0,26,DSRM03,0.1662934048787618
0,20,DSENG03,0.17359937184321442
0,6,DSDK01,0.18304077088875614
0,29,DSRM06,0.1865612034136298
0,22,DSENG05,0.19051482856429386
0,9,DSDK04,0.20669664409291272
0,1,DSDA02,0.20748402678799527
0,15,DSDM04,0.2076929614002803
0,11,DSDK06,0.20845079861233903
0,13,DSDM02,0.226494633306891
0,10,DSDK05,0.24017234181384228
0,14,DSDM03,0.26009397129826023
0,12,DSDM01,0.2870875488408572
1,23,DSENG06,0.09876144251410912
1,7,DSDK02,0.10313719893371735
1,1,DSDA02,0.10381840357921013
1,29,DSRM06,0.10866907534379569
1,15,DSDM04,0.11098380096727398
1,8,DSDK03,0.1195511243315058
1,0,DSDA01,0.12665279897431495
1,4,DSDA05,0.13379194712891368
1,26,DSRM03,0.1339773100562024
1,14,DSDM03,0.13427285330745234
1,12,DSDM01,0.14864625998011405
1,16,DSDM05,0.14950333753728712
1,28,DSRM05,0.1497855307886362
1,5,DSDA06,0.15261570516840822
1,21,DSENG04,0.1622359449904339
1,3,DSDA04,0.1735184987601368
1,20,DSENG03,0.17487405805551123
1,24,DSRM01,0.18314663335258013
1,13,DSDM02,0.1877793772458355
1,9,DSDK04,0.19518374114763082
1,2,DSDA03,0.20545008895061462
1,11,DSDK06,0.21266095096158982
1,6,DSDK01,0.2185486073582194
1,17,DSDM06,0.22348677157163557
1,27,DSRM04,0.2490387738282616
1,10,DSDK05,0.254692920630172
1,22,DSENG05,0.26102450331447696
1,18,DSENG01,0.27939733274558204
1,25,DSRM02,0.2807693433853504
1,19,DSENG02,0.37340165841579953
2,22,DSENG05,0.1435553134697597
2,2,DSDA03,0.16710622962337085
2,27,DSRM04,0.16784215122266116
2,29,DSRM06,0.18133068682289205
2,16,DSDM05,0.1851502050198337
2,25,DSRM02,0.18685653073198522
2,8,DSDK03,0.18771428821321207
2,28,DSRM05,0.19661084460416123
2,18,DSENG01,0.19757141389096916
2,7,DSDK02,0.21077980994286172
2,3,DSDA04,0.21428602035332633
2,10,DSDK05,0.21456767533452328
2,13,DSDM02,0.21962084654689518
2,15,DSDM04,0.22127141463285316
2,11,DSDK06,0.22303902694785163
2,20,DSENG03,0.22448609003176373
2,4,DSDA05,0.2264759659983008
2,23,DSENG06,0.22835164857846743
2,26,DSRM03,0.22874253761836866
2,9,DSDK04,0.22890337079222842
2,12,DSDM01,0.2304115679405913
2,14,DSDM03,0.24426101574979814
2,0,DSDA01,0.2510105493439574
2,1,DSDA02,0.25211101758303717
2,5,DSDA06,0.25341693938559534
2,24,DSRM01,0.25648567467983163
2,17,DSDM06,0.25903813930649316
2,6,DSDK01,0.26890653866072534
2,19,DSENG02,0.272655725239275
2,21,DSENG04,0.2952129958828372
