15,1,0.1256469594629443
15,3,0.14884816495925968
15,5,0.16764108855907142
15,6,0.18027859122091794
15,2,0.21399731454728657
15,4,0.22993226605752792
15,7,0.23582452532987455
15,8,0.24346456346198983
15,0,0.2744827108449796
16,6,0.11394471723103877
16,5,0.13561913770894604
16,7,0.1637345227502225
16,1,0.16427616630580888
16,2,0.17144347120693
16,3,0.1747302315395
16,0,0.176342673614909
16,8,0.21105885694554716
16,4,0.23741371581870857
17,4,0.16872388143575975
17,7,0.18366276993002367
17,3,0.1865534613428897
17,6,0.18870092460655338
17,1,0.19382527262886018
17,8,0.1956625206220327
17,2,0.20505512828706993
17,5,0.2165880954118657
17,0,0.23164292252460067
18,1,0.12337611741380389
18,8,0.13702484398215467
18,5,0.16381988579482765
18,3,0.16483367182925185
18,4,0.1772003896094577
18,0,0.17749417106394477
18,2,0.17891019050850032
18,6,0.2071313828152781
18,7,0.2542241783909227
19,8,0.12319034421686398
19,2,0.1342067257222835
19,7,0.14390115558125863
19,4,0.1447543042597081
19,5,0.17329657356448314
19,0,0.18383419248850263
19,6,0.18893827572604668
19,3,0.20317242414539682
19,1,0.23529583969928605
20,1,0.11405593737745291
20,4,0.11629950766136772
20,6,0.11822522469317563
20,7,0.14350658939701205
20,8,0.1793101992131132
20,5,0.1822092290009128
20,0,0.21212347197987325
20,3,0.25825813199019154
20,2,0.31264376104095826
21,3,0.10555032547890192
21,5,0.11921794043458345
21,7,0.11947319757369504
21,2,0.14124743333088066
21,6,0.15174842053065735
21,4,0.16961403414712511
21,8,0.17770830751304378
21,0,0.1992644358586723
21,1,0.20750692151621475
22,5,0.17231019475249082
22,7,0.18933327763661129
22,3,0.19157411977725347
22,2,0.1933620473767832
22,6,0.2192995220059273
22,1,0.2545654001240984
22,4,0.2546915728638338
22,8,0.2630723335987245
22,0,0.2707052936120076
23,8,0.12112717545763417
23,7,0.12828247827225087
23,2,0.13524246981648314
23,4,0.15649768410186587
23,5,0.16898307896697096
23,6,0.18057932463449416
23,0,0.22538834357147958
23,3,0.22809854007974245
23,1,0.24859247920815714
24,5,0.11003453344371972
24,6,0.13458445443356995
24,3,0.139651580523261
24,1,0.16271430175202278
24,4,0.17167664883625755
24,7,0.1748535665967355
24,8,0.1904493086628043
24,2,0.2030265902446356
24,0,0.24126801439367004
25,4,0.11455235297904415
25,5,0.1277088580950898
25,7,0.1373877033780081
25,8,0.1403559379302807
25,2,0.14715136874040546
25,0,0.14715183545491367
25,1,0.15923980907566151
25,3,0.18228547231841996
25,6,0.21534250263089086
26,8,0.11486415255383838
26,4,0.1373328216424599
26,1,0.14058410135166483
26,6,0.17115786887474538
26,0,0.17769303499331057
26,3,0.18528959950046764
26,2,0.19774582586342468
26,5,0.2027284521755512
26,7,0.2315874279933069
27,5,0.15302760509458818
27,7,0.15604003722512388
27,8,0.16519983523647833
27,4,0.1776333800087032
27,6,0.178662006953515
27,3,0.18565109955872444
27,0,0.2187192965142153
27,1,0.2202981666341105
27,2,0.26357633242152306
28,8,0.0927664016687407
28,5,0.0971542470170489
28,7,0.10738958167293675
28,0,0.14638183781415726
28,1,0.1675801453252463
28,3,0.17808632626828003
28,4,0.2016014200304604
28,6,0.20958442375702807
28,2,0.21901774743443123
29,5,0.10610477402320934
29,6,0.12419603166178059
29,1,0.1270564956841379
29,2,0.13084262352820664
29,0,0.14872301551947786
29,3,0.17062560978891
29,8,0.17184182423220404
29,7,0.18250718415261707
29,4,0.1868814771170271
