4,29,DSRM06,0.17219661364337158
4,0,DSDA01,0.17767172296107747
4,16,DSDM05,0.1868424406081263
4,8,DSDK03,0.1873779570306554
4,3,DSDA04,0.1889617765687127
4,27,DSRM04,0.19234242719894074
4,25,DSRM02,0.1979473580744458
4,6,DSDK01,0.20454707841064454
4,4,DSDA05,0.21472759995437385
4,23,DSENG06,0.21814487091447926
4,2,DSDA03,0.22873679576108144
4,5,DSDA06,0.23163790940064624
4,11,DSDK06,0.258982155503457
4,18,DSENG01,0.26194231981586535
4,10,DSDK05,0.2769909858829326
5,19,DSENG02,0.11856304346640671
5,14,DSDM03,0.14201937966047368
5,17,DSDM06,0.14464038279178223
5,24,DSRM01,0.14473876430509863
5,15,DSDM04,0.14562546695958198
5,28,DSRM05,0.1465471564783119
5,0,DSDA01,0.16380971763683405
5,6,DSDK01,0.16505933823322314
5,16,DSDM05,0.17371692629517035
5,23,DSENG06,0.18258969529991678
5,4,DSDA05,0.1834044525158341
5,12,DSDM01,0.183686023195276
5,25,DSRM02,0.18624877139456994
5,26,DSRM03,0.18920209811598832
5,9,DSDK04,0.1892085834988702
5,22,DSENG05,0.19390408832033063
5,8,DSDK03,0.19610957849870997
5,13,DSDM02,0.19646292033807025
5,11,DSDK06,0.21635151624192642
5,29,DSRM06,0.23624519178233755
5,21,DSENG04,0.2370257031502524
5,3,DSDA04,0.24272342810963132
5,7,DSDK02,0.2446532156157608
5,1,DSDA02,0.2487299265404554
5,5,DSDA06,0.25064547234334766
5,20,DSENG03,0.259795295605742
5,10,DSDK05,0.26012988737066467
5,2,DSDA03,0.2605941407780424
5,18,DSENG01,0.2802547570925531
5,27,DSRM04,0.3168772355122277
6,17,DSDM06,0.08039632760853069
6,20,DSENG03,0.0873856847809689
6,0,DSDA01,0.10181562955711224
6,3,DSDA04,0.11086419975772907
6,2,DSDA03,0.1197475386831822
6,18,DSENG01,0.12569574733309632
6,8,DSDK03,0.1296343867679807
6,4,DSDA05,0.1316229075192803
6,5,DSDA06,0.14760430472828628
6,29,DSRM06,0.15195639309705317
6,27,DSRM04,0.15452278776989992
6,25,DSRM02,0.15768442373150698
6,1,DSDA02,0.16487119386596277
6,11,DSDK06,0.16606221748089153
6,19,DSENG02,0.17612333445519174
6,24,DSRM01,0.19694196706550063
6,9,DSDK04,0.20127017685237034
6,10,DSDK05,0.206368558796827
6,28,DSRM05,0.21455411523361392
6,6,DSDK01,0.2146093482189273
6,21,DSENG04,0.21912717112202923
6,26,DSRM03,0.22148190616914687
6,7,DSDK02,0.22419899865773169
6,22,DSENG05,0.23750258542609007
6,16,DSDM05,0.2505835586666784
6,13,DSDM02,0.27878390605063263
6,12,DSDM01,0.2990028107247018
6,23,DSENG06,0.3036551614703946
6,15,DSDM04,0.3724861586598762
6,14,DSDM03,0.40129731723705714
7,13,DSDM02,0.12076667620281586
7,19,DSENG02,0.12249252960793075
7,8,DSDK03,0.13195547365799865
7,7,DSDK02,0.13846809987540443
7,17,DSDM06,0.13905662453464426
7,26,DSRM03,0.15653626170577134
7,25,DSRM02,0.1590337928554278
7,15,DSDM04,0.1657337438349747
7,12,DSDM01,0.17072179948383165
7,27,DSRM04,0.17115284114873655
7,11,DSDK06,0.17234650688013195
7,2,DSDA03,0.17489162005616
7,21,DSENG04,0.17523228973084637
7,5,DSDA06,0.1758714278820453
7,22,DSENG05,0.1778360001543572
7,4,DSDA05,0.18264735751561564
7,20,DSENG03,0.1829583110336484
7,14,DSDM03,0.1994948805219906
7,29,DSRM06,0.20009230726201566
7,16,DSDM05,0.20157617148905196
7,6,DSDK01,0.20675616639179512
7,0,DSDA01,0.21008136790725784
7,3,DSDA04,0.21628683708700072
7,10,DSDK05,0.217020958964611
7,28,DSRM05,0.2199374678183143
7,24,DSRM01,0.23283482405025538
7,18,DSENG01,0.25155150021175715
7,1,DSDA02,0.25591359153804244
7,23,DSENG06,0.2729204757408751
7,9,DSDK04,0.3285382622715895
8,11,DSDK06,0.11640668993283973
8,9,DSDK04,0.12424687800571774
8,6,DSDK01,0.1400174703730705
8,26,DSRM03,0.14996690847451266
8,3,DSDA04,0.14998542187149683
8,12,DSDM01,0.15741440277540109
8,4,DSDA05,0.1577123883972964
8,8,DSDK03,0.1588819706070037
8,7,DSDK02,0.16050530194228602
8,2,DSDA03,0.16154154190306877
8,20,DSENG03,0.1619431451358648
8,22,DSENG05,0.17647958689490403
8,15,DSDM04,0.18258823813823835
8,0,DSDA01,0.18422338087754042
8,10,DSDK05,0.18720745135588934
8,19,DSENG02,0.18969740358198803
8,14,DSDM03,0.20097439614987933
8,5,DSDA06,0.2137170609768077
8,27,DSRM04,0.2145191967975749
8,28,DSRM05,0.21461489330702246
8,13,DSDM02,0.2175488696974059
8,16,DSDM05,0.22560713092104887
8,23,DSENG06,0.23033627409938368
8,1,DSDA02,0.2342483782983436
8,17,DSDM06,0.24046795904822804
8,24,DSRM01,0.24120305917289786
8,18,DSENG01,0.24198512386841836
8,29,DSRM06,0.24913891831570106
8,25,DSRM02,0.2543585086447152
8,21,DSENG04,0.2662113934685834
